Carpenters	169925.mp3	a_dynamic_female_vocal
Kelly_Clarkson	6337726.mp3	a_dynamic_female_vocal
Portishead	214412.mp3	a_dynamic_female_vocal
Lucinda_Williams	505197.mp3	a_dynamic_female_vocal
Lucinda_Williams	592360.mp3	a_dynamic_female_vocal
Lauryn_Hill	4610918.mp3	a_dynamic_female_vocal
Mariah_Carey	5944961.mp3	a_dynamic_female_vocal
The_Pussycat_Dolls	4528318.mp3	a_dynamic_female_vocal
No_Doubt	147740.mp3	a_dynamic_female_vocal
Tracy_Chapman	177600.mp3	a_dynamic_female_vocal
Crystal_Castles	2323749.mp3	a_dynamic_female_vocal
Ladytron	3129882.mp3	a_dynamic_female_vocal
Carly_Simon	3334634.mp3	a_dynamic_female_vocal
La_Bouche	3419101.mp3	a_dynamic_female_vocal
Diana_Ross	4567.mp3	a_dynamic_female_vocal
Kathy_Mattea	5334494.mp3	a_dynamic_female_vocal
Melissa_Manchester	5828447.mp3	a_dynamic_female_vocal
Captain_Hollywood_Project	6901019.mp3	a_dynamic_female_vocal
Cyndi_Lauper	7422545.mp3	a_dynamic_female_vocal
FC_Kahuna	8833532.mp3	a_dynamic_female_vocal
Beck	87287.mp3	a_slow_moving_bass_line
Girl_Talk	2223149.mp3	a_slow_moving_bass_line
Girl_Talk	2223155.mp3	a_slow_moving_bass_line
Gorillaz	20383.mp3	a_slow_moving_bass_line
Beastie_Boys	249465.mp3	a_slow_moving_bass_line
Paul_van_Dyk_Ft_Vega_4	5526321.mp3	a_slow_moving_bass_line
Crystal_Castles	2323749.mp3	a_tight_kick_sound
La_Bouche	3419101.mp3	a_tight_kick_sound
Captain_Hollywood_Project	6901019.mp3	a_tight_kick_sound
FC_Kahuna	8833532.mp3	a_tight_kick_sound
Girl_Talk	2223149.mp3	a_tight_kick_sound
Gorillaz	20383.mp3	a_tight_kick_sound
Beastie_Boys	249465.mp3	a_tight_kick_sound
Paul_van_Dyk_Ft_Vega_4	5526321.mp3	a_tight_kick_sound
Daft_Punk	338183.mp3	a_tight_kick_sound
Daft_Punk	485124.mp3	a_tight_kick_sound
Miss_Kittin__The_Hacker	2044684.mp3	a_tight_kick_sound
Kelly_Clarkson	4917691.mp3	alternative
Kelly_Clarkson	5604174.mp3	alternative
Kelly_Clarkson	6337726.mp3	alternative
Portishead	123515.mp3	alternative
Portishead	214407.mp3	alternative
Portishead	214412.mp3	alternative
Lucinda_Williams	4345706.mp3	alternative
No_Doubt	147740.mp3	alternative
Crystal_Castles	2323749.mp3	alternative
Ladytron	3129882.mp3	alternative
Cyndi_Lauper	7422545.mp3	alternative
Beck	3772051.mp3	alternative
Beck	720837.mp3	alternative
Beck	87287.mp3	alternative
Girl_Talk	2223155.mp3	alternative
Gorillaz	108811.mp3	alternative
Gorillaz	20383.mp3	alternative
Beastie_Boys	249465.mp3	alternative
Daft_Punk	338183.mp3	alternative
Daft_Punk	485124.mp3	alternative
Miss_Kittin__The_Hacker	2044684.mp3	alternative
Jack_Johnson	2424084.mp3	alternative
Jack_Johnson	2424087.mp3	alternative
Jack_Johnson	24971.mp3	alternative
Jack_Johnson	332307.mp3	alternative
Jack_Johnson	394082.mp3	alternative
Jack_Johnson	6713847.mp3	alternative
Jack_Johnson	6713887.mp3	alternative
The_Kills	4812466.mp3	alternative
The_Kills	5135851.mp3	alternative
The_Kills	5895562.mp3	alternative
The_Kills	5901130.mp3	alternative
The_Kills	5903026.mp3	alternative
The_Kills	5903760.mp3	alternative
Nirvana	205826.mp3	alternative
Nirvana	2234273.mp3	alternative
Nirvana	3615432.mp3	alternative
Nirvana	6967970.mp3	alternative
Nirvana	6968013.mp3	alternative
Patty_Griffin	3014901.mp3	alternative
Patty_Griffin	3014945.mp3	alternative
James_Taylor	1819538.mp3	alternative
Foo_Fighters	3360473.mp3	alternative
Foo_Fighters	3387498.mp3	alternative
Foo_Fighters	4315345.mp3	alternative
Okkervil_River	362964.mp3	alternative
Okkervil_River	362969.mp3	alternative
Okkervil_River	3735983.mp3	alternative
Okkervil_River	683483.mp3	alternative
Dido	3106785.mp3	alternative
Dido	3107067.mp3	alternative
Dido	3326412.mp3	alternative
Dido	3355531.mp3	alternative
Wilco	3844301.mp3	alternative
Wilco	4191184.mp3	alternative
Wilco	4191187.mp3	alternative
3_Doors_Down	117012.mp3	alternative
3_Doors_Down	2358572.mp3	alternative
3_Doors_Down	720991.mp3	alternative
The_Felice_Brothers	2243798.mp3	alternative
Richard_Thompson	227200.mp3	alternative
Richard_Thompson	251873.mp3	alternative
Modest_Mouse	3492449.mp3	alternative
Modest_Mouse	3530268.mp3	alternative
Modest_Mouse	3530500.mp3	alternative
Manchester_Orchestra	3110319.mp3	alternative
Manchester_Orchestra	3110326.mp3	alternative
Coldplay	2971.mp3	alternative
Coldplay	2974.mp3	alternative
Coldplay	3326.mp3	alternative
The_Doors	5840030.mp3	alternative
Ashlee_Simpson	202724.mp3	alternative
Ashlee_Simpson	202728.mp3	alternative
The_Animals	144105.mp3	alternative
James_McMurtry	7170144.mp3	alternative
Rage_Against_The_Machine	3162122.mp3	alternative
Rage_Against_The_Machine	3280225.mp3	alternative
Dar_Williams	4369872.mp3	alternative
Stars	2859604.mp3	alternative
Stars	2859608.mp3	alternative
The_Presets	403004.mp3	alternative
Vampire_Weekend	2093103.mp3	alternative
Vampire_Weekend	2093108.mp3	alternative
Cheap_Trick	3275203.mp3	alternative
Jenny_Lewis_with_The_Watson_Twins	2948373.mp3	alternative
Jenny_Lewis_with_The_Watson_Twins	2948375.mp3	alternative
Shakira	3132554.mp3	alternative
Lindsay_Lohan	2197900.mp3	alternative
Phil_Collins	435034.mp3	alternative
Jem	1144359.mp3	alternative
REM	12216.mp3	alternative
Faith_No_More	1434881.mp3	alternative
Jodeci	150717.mp3	alternative
The_Cranberries	160215.mp3	alternative
Marilyn_Manson	163115.mp3	alternative
Billie_Myers	2000576.mp3	alternative
The_Breeders	2069157.mp3	alternative
Ryan_Adams	227877.mp3	alternative
American_Hi-Fi	2356561.mp3	alternative
Divinyls	238654.mp3	alternative
Matt_Nathanson	2517628.mp3	alternative
Ben_Kweller	2830711.mp3	alternative
The_Fiery_Furnaces	2937435.mp3	alternative
Manu_Chao	3022393.mp3	alternative
Dead_Or_Alive	3103375.mp3	alternative
Spiritualized	3107129.mp3	alternative
